x,"y_(ЛЗМ5,5м_Em650.txt)","y_(ЛЗМ5,5м_Ex660.txt)","y_(ЛЗМ5,5м_Em430.txt)","y_(ЛЗМ5,5м_Em425.txt)","y_(ЛЗМ5,5м_Em370.txt)","y_(ЛЗМ5,5м_Em405.txt)","y_(ЛЗМ5,5м_Em605.txt)","y_(ЛЗМ5,5м_Em460.txt)"
788,"3,698515",,"1,811240","2,026367","2,072980","1,918602","1,365095","2,031436"
789,"3,684260",,"1,783202","2,019960","2,040945","1,885370","1,358743","1,988464"
790,"3,698461",,"1,754205","1,991391","2,005046","1,849864","1,239696","1,967683"
791,"3,666864",,"1,726152","1,951598","1,957344","1,803466","1,153166","1,969208"
792,"3,636411",,"1,708470","1,911014","1,941192","1,777771","1,185647","1,945459"
793,"3,598621",,"1,688346","1,889881","1,929725","1,749867","1,162098","1,884838"
794,"3,560629",,"1,660624","1,870437","1,886379","1,726674","1,149113","1,852348"
795,"3,457655",,"1,614291","1,852534","1,832285","1,709145","1,186242","1,837618"
796,"3,484861",,"1,587192","1,824341","1,809916","1,695678","1,160784","1,793461"
797,"3,493953",,"1,588134","1,780343","1,774474","1,674223","1,131598","1,775697"
798,"3,360384",,"1,578442","1,752685","1,744375","1,627206","1,086831","1,768537"
799,"3,333270",,"1,568181","1,731374","1,750660","1,595429","1,031443","1,753278"
800,"3,324746",,"1,565003","1,724537","1,753027","1,585081","1,013136","1,748461"
